5. Number of Instances: 5473.

6. Number of Attributes

   height:   integer.         | Height of the block.
   lenght:   integer.     | Length of the block.
   area:     integer.    | Area of the block (height * lenght);
   eccen:    continuous.  | Eccentricity of the block (lenght / height);
   p_black:  continuous.  | Percentage of black pixels within the block (blackpix / area);
   p_and:    continuous.        | Percentage of black pixels after the application of the Run Length Smoothing Algorithm (RLSA) (blackand / area);
   mean_tr:  continuous.      | Mean number of white-black transitions (blackpix / wb_trans);
   5   9     45  1.800 .267 .778     1.71     12     35      7 1
  11   9     99   .818 .485 .727     6.00     48     72      8 1
  11   8     88   .727 .705 1.00     7.75     62     88      8 1
  11   8     88   .727 .443 .466    39.00     39     41      1 1
  11   7     77   .636 .597 1.00     5.75     46     77      8 1
  11   7     77   .636 .468 1.00     3.60     36     77     10 1
  11   9     99   .818 .475 .636    15.67     47     63      3 1
  11   8     88   .727 .511 .852     9.00     45     75      5 1
   1  43     43 43.000 .907 1.00     9.75     39     43      4 2
  10  38    380  3.800 .387 .887     2.49    147    337     59 1
   8  20    160  2.500 .500 1.00     2.76     80    160     29 1
   9  36    324  4.000 .540 .929     2.87    175    301     61 1
  10  98    980  9.800 .391 .835     2.41    383    818    159 1
  10  49    490  4.900 .520 .961     2.97    255    471     86 1
  10  21    210  2.100 .329 .843     2.56     69    177     27 1
   9  19    171  2.111 .292 .760     2.63     50    130     19 1
   9  55    495  6.111 .299 1.00     1.92    148    495     77 1
   9  14    126  1.556 .127 .937     1.78     16    118      9 1
   8  23    184  2.875 .288 1.00     1.47     53    184     36 1
   8  35    280  4.375 .379 .886     1.66    106    248     64 1
   9  96    864 10.667 .281 .815     1.96    243    704    124 1
   9  66    594  7.333 .323 .805     2.00    192    478     96 1
   9  34    306  3.778 .337 .817     1.81    103    250     57 1
   8  83    664 10.375 .325 .908     1.76    216    603    123 1
   8  80    640 10.000 .303 .922     1.72    194    590    113 1
   9  95    855 10.556 .285 .723     2.10    244    618    116 1
   8  80    640 10.000 .298 .883     1.72    191    565    111 1
  10  13    130  1.300 .108 .685     2.33     14     89      6 1
   8  70    560  8.750 .341 .918     1.66    191    514    115 1
  11  84    924  7.636 .262 .820     1.69    242    758    143 1
   9  99    891 11.000 .270 .818     1.93    241    729    125 1
   9  80    720  8.889 .293 .868     1.85    211    625    114 1
  11 101   1111  9.182 .239 .818     1.61    265    909    165 1
  12  26    312  2.167 .221 1.00     1.60     69    312     43 1
  12  40    480  3.333 .271 .733     1.97    130    352     66 1
   8  84    672 10.500 .269 .966     1.79    181    649    101 1
   8  53    424  6.625 .358 .981     1.54    152    416     99 1
   8  41    328  5.125 .363 .942     1.63    119    309     73 1
   9  82    738  9.111 .252 .740     2.00    186    546     93 1
   7  14     98  2.000 .184 .612    18.00     18     60      1 1
   8  26    208  3.250 .375 .947     1.77     78    197     44 1
   8  46    368  5.750 .391 .951     1.85    144    350     78 1
   9  34    306  3.778 .379 .961     1.71    116    294     68 1
  11  26    286  2.364 .297 .941     2.02     85    269     42 1
  11  42    462  3.818 .335 .829     2.25    155    383     69 1
  12  62    744  5.167 .234 .660     1.58    174    491    110 1
   8  75    600  9.375 .328 .888     1.86    197    533    106 1
   8  18    144  2.250 .479 .986     2.16     69    142     32 1
   7  33    231  4.714 .143 .844     2.36     33    195     14 1
   9  64    576  7.111 .465 .899     2.58    268    518    104 1
   9  36    324  4.000 .568 .932     3.02    184    302     61 1
   8   8     64  1.000 .203 .344     4.33     13     22      3 1
   8  21    168  2.625 .339 .673     1.97     57    113     29 1
   9  99    891 11.000 .464 .942     2.52    413    839    164 1
   9  84    756  9.333 .288 .791     1.83    218    598    119 1
   8  31    248  3.875 .327 .790     1.84     81    196     44 1
  19   2     38   .105 .816 .816    31.00     31     31      1 4
   9 101    909 11.222 .442 .861     2.68    402    783    150 1
  11 118   1298 10.727 .260 .817     2.01    338   1061    168 1
   5   2     10   .400 .800 .800     8.00      8      8      1 4
  10 126   1260 12.600 .410 .833     2.63    516   1049    196 1
  12 117   1404  9.750 .220 .673     1.68    309    945    184 1
   9  35    315  3.889 .263 .667     2.86     83    210     29 1
   9  46    414  5.111 .292 .676     1.92    121    280     63 1
  10   2     20   .200 .550 .600    11.00     11     12      1 2
   8  44    352  5.500 .426 .938     3.26    150    330     46 1
   8  48    384  6.000 .310 .807     1.92    119    310     62 1
   8  40    320  5.000 .403 .991     2.53    129    317     51 1
   8  45    360  5.625 .469 .956     2.91    169    344     58 1
   9  20    180  2.222 .261 .556     2.35     47    100     20 1
   9  22    198  2.444 .298 .965     2.11     59    191     28 1
   8  41    328  5.125 .335 .933     2.08    110    306     53 1
   2 112    224 56.000 .496 .504    55.50    111    113      2 2
   1  45     45 45.000 .756 1.00     5.67     34     45      6 2
   1  75     75 75.000 .813 1.00     5.55     61     75     11 2
   8  43    344  5.375 .349 .814     2.26    120    280     53 1
  11 301   3311 27.364 .308 .735     2.22   1019   2435    458 1
   7  35    245  5.000 .453 .873     2.47    111    214     45 1
   9 122   1098 13.556 .339 .947     2.57    372   1040    145 1
  10 130   1300 13.000 .425 .773     2.79    552   1005    198 1
   6  46    276  7.667 .217 .804     2.00     60    222     30 1
   6  27    162  4.500 .136 .673     2.00     22    109     11 1
   5   8     40  1.600 .350 .675     4.67     14     27      3 1
   5   3     15   .600 .467 1.00     7.00      7     15      1 1
   5  35    175  7.000 .200 .829     4.38     35    145      8 1
   4  47    188 11.750 .298 .739     2.33     56    139     24 1
   3  31     93 10.333 .226 .774     2.10     21     72     10 1
   3  16     48  5.333 .375 .938     2.25     18     45      8 1
   7 122    854 17.429 .281 .626     1.73    240    535    139 1
  11  21    231  1.909 .411 .680     3.96     95    157     24 1
  11   8     88   .727 .375 .602     4.13     33     53      8 1
  11   9     99   .818 .465 .818     9.20     46     81      5 1
  10   8     80   .800 .500 1.00     5.00     40     80      8 1
  10  21    210  2.100 .324 .600     3.40     68    126     20 1
   2 157    314 78.500 .506 .551    26.50    159    173      6 2
  10  38    380  3.800 .439 .897     2.83    167    341     59 1
   9  36    324  4.000 .549 .914     3.30    178    296     54 1
   8  20    160  2.500 .525 .938     3.50     84    150     24 1
  10  96    960  9.600 .418 .886     2.49    401    851    161 1
   9  49    441  5.444 .594 .998     3.05    262    440     86 1
   1  32     32 32.000 .719 1.00     5.75     23     32      4 2
   1  52     52 52.000 .788 1.00    10.25     41     52      4 2
   1  13     13 13.000 .692 1.00     4.50      9     13      2 2
   9  23    207  2.556 .304 1.00     1.62     63    207     39 1
   9  37    333  4.111 .381 .808     2.05    127    269     62 1
   9  20    180  2.222 .339 .872     2.35     61    157     26 1
   8  79    632  9.875 .375 .956     2.12    237    604    112 1
   9  81    729  9.000 .388 .897     2.38    283    654    119 1
   8  67    536  8.375 .381 .746     2.49    204    400     82 1
   9  32    288  3.556 .292 .826     1.53     84    238     55 1
  94   2    188   .021 .516 .516    97.00     97     97      1 4
  10  11    110  1.100 .382 1.00     1.50     42    110     28 1
  10  64    640  6.400 .295 .808     2.25    189    517     84 1
  10  83    830  8.300 .295 .725     2.02    245    602    121 1
  12  73    876  6.083 .257 .591     2.14    225    518    105 1
   8  17    136  2.125 .353 .801     2.00     48    109     24 1
   9  12    108  1.333 .407 .880     1.69     44     95     26 1
   9  82    738  9.111 .343 .913     2.02    253    674    125 1
   8  53    424  6.625 .370 .901     1.76    157    382     89 1
  11  83    913  7.545 .274 .900     1.71    250    822    146 1
  10  81    810  8.100 .279 .810     2.11    226    656    107 1
   9  82    738  9.111 .329 .871     2.11    243    643    115 1
  11 100   1100  9.091 .269 .765     1.90    296    842    156 1
  25  71   1775  2.840 .234 .748     2.22    416   1328    187 1
   9  82    738  9.111 .247 .935     2.09    182    690     87 1
   9  97    873 10.778 .328 .921     1.77    286    804    162 1
   9  32    288  3.556 .333 .861     1.68     96    248     57 1
   8  82    656 10.250 .398 .951     2.51    261    624    104 1
  12  13    156  1.083 .372 .981     2.32     58    153     25 1
  12   8     96   .667 .198 1.00     2.11     19     96      9 1
  12  43    516  3.583 .293 .791     2.29    151    408     66 1
   8  75    600  9.375 .415 .910     2.37    249    546    105 1
  11  84    924  7.636 .251 .681     1.77    232    629    131 1
   2 123    246 61.500 .500 .504   123.00    123    124      1 2
   1  36     36 36.000 .722 1.00     8.67     26     36      3 2
  19 123   2337  6.474 .089 .089   207.00    207    208      1 1
   8   6     48   .750 .500 .646     8.00     24     31      3 1
  10  65    650  6.500 .445 .911     2.58    289    592    112 1
   9  37    333  4.111 .598 .946     3.49    199    315     57 1
   9  20    180  2.222 .339 .772     1.74     61    139     35 1
   4   8     32  2.000 .344 .781     1.83     11     25      6 1
  10 100   1000 10.000 .449 .874     2.82    449    874    159 1
   9  32    288  3.556 .365 .781     2.23    105    225     47 1
   9  82    738  9.111 .337 .817     2.01    249    603    124 1
  10 101   1010 10.100 .466 .893     3.02    471    902    156 1
  12 116   1392  9.667 .246 .707     1.99    343    984    172 1
  10 126   1260 12.600 .463 .848     3.16    584   1068    185 1
   9  86    774  9.556 .301 .647     2.22    233    501    105 1
  11 115   1265 10.455 .266 .723     1.79    337    915    188 1
   4   2      8   .500 .875 .875     7.00      7      7      1 4
   9  44    396  4.889 .465 .944     3.35    184    374     55 1
   8  46    368  5.750 .348 .918     1.97    128    338     65 1
   8  40    320  5.000 .391 .991     2.08    125    317     60 1
   9  45    405  5.000 .442 .956     3.31    179    387     54 1
   8  45    360  5.625 .367 .897     2.44    132    323     54 1
   8  41    328  5.125 .424 .966     2.53    139    317     55 1
   1  19     19 19.000 .789 1.00     3.75     15     19      4 2
   1   9      9  9.000 .778 1.00     7.00      7      9      1 2
   8  42    336  5.250 .363 .970     2.18    122    326     56 1
  14 339   4746 24.214 .248 .547     2.44   1175   2596    481 1
  10 123   1230 12.300 .362 .888     2.99    445   1092    149 1
   2 446    892 223.00 .439 .603    17.82    392    538     22 2
  66   3    198   .045 .657 .909     2.60    130    180     50 4
  10 131   1310 13.100 .456 .851     3.00    597   1115    199 1
  93   4    372   .043 .419 .565     2.89    156    210     54 4
  44   3    132   .068 .598 .841     2.47     79    111     32 4
  42   7    294   .167 .282 .432     2.18     83    127     38 4
   2 236    472 118.00 .566 .689    10.27    267    325     26 2
   1  61     61 61.000 1.00 1.00    61.00     61     61      1 2
   8  14    112  1.750 .223 .661     3.57     25     74      7 1
   9 174   1566 19.333 .178 .737     1.71    279   1154    163 1
   8  45    360  5.625 .156 .725     1.87     56    261     30 1
   7  27    189  3.857 .101 .619     3.80     19    117      5 1
   1   9      9  9.000 .778 1.00     7.00      7      9      1 1
   8 122    976 15.250 .227 .650     1.44    222    634    154 1
  11  96   1056  8.727 .331 .954     4.32    350   1007     81 1
  48 402  19296  8.375 .055 .094     4.13   1058   1814    256 5
 304 463 140752  1.523 .063 .121     3.91   8898  17081   2273 5
  10  20    200  2.000 .435 .890     2.90     87    178     30 1
   9  97    873 10.778 .466 .973     2.42    407    849    168 1
   9  21    189  2.333 .354 .878     2.68     67    166     25 1
   9  80    720  8.889 .338 .954     2.04    243    687    119 1
  11  85    935  7.727 .250 .664     1.73    234    621    135 1
   9  76    684  8.444 .363 .874     2.18    248    598    114 1
   8   2     16   .250 .563 .563     9.00      9      9      1 1
   9  33    297  3.667 .259 .774     1.67     77    230     46 1
   9 120   1080 13.333 .331 .859     1.98    358    928    181 1
  12 118   1416  9.833 .253 .767     1.95    358   1086    184 1
  11 207   2277 18.818 .268 .723     1.84    610   1647    332 1
   9  92    828 10.222 .365 .954     2.20    302    790    137 1
   9  93    837 10.333 .323 .888     2.06    270    743    131 1
   9  43    387  4.778 .377 .922     2.25    146    357     65 1
   3 213    639 71.000 .318 .379    11.94    203    242     17 2
 306 465 142290  1.520 .055 .123     2.69   7861  17452   2925 5
  45  79   3555  1.756 .087 .195     4.81    308    693     64 5
   7   9     63  1.286 .333 .492    21.00     21     31      1 1
   3   7     21  2.333 .619 .619    13.00     13     13      1 1
   1 152    152 152.00 .822 1.00    11.36    125    152     11 2
   1  51     51 51.000 .471 1.00     2.40     24     51     10 2
   6  17    102  2.833 .275 .824     2.00     28     84     14 1
   6  22    132  3.667 .197 1.00     2.89     26    132      9 1
   6  29    174  4.833 .293 .920     1.50     51    160     34 1
   5  46    230  9.200 .278 .835     2.21     64    192     29 1
   5  30    150  6.000 .160 .660     1.71     24     99     14 1
   4  16     64  4.000 .391 .938     1.67     25     60     15 1
   7  45    315  6.429 .200 .775     1.91     63    244     33 1
   7  27    189  3.857 .238 .741     2.81     45    140     16 1
  10 122   1220 12.200 .273 .540     2.03    333    659    164 1
  11  49    539  4.455 .343 .666     4.30    185    359     43 1
  11  35    385  3.182 .335 .584     4.78    129    225     27 1
  19 462   8778 24.316 .523 .688    16.88   4591   6035    272 2
  10  38    380  3.800 .434 .892     2.89    165    339     57 1
   9  36    324  4.000 .552 .926     3.51    179    300     51 1
  10  98    980  9.800 .448 .881     2.74    439    863    160 1
   9  21    189  2.333 .529 .958     3.33    100    181     30 1
  10  49    490  4.900 .551 .943     3.07    270    462     88 1
   1  49     49 49.000 .286 1.00     7.00     14     49      2 1
   1  52     52 52.000 .981 1.00    51.00     51     52      1 2
   1  52     52 52.000 .538 1.00    14.00     28     52      2 2
  10  24    240  2.400 .267 .821     2.06     64    197     31 1
   9  36    324  4.000 .420 .889     2.00    136    288     68 1
   9  21    189  2.333 .392 .899     2.74     74    170     27 1
   9  78    702  8.667 .349 .863     2.17    245    606    113 1
  11  67    737  6.091 .331 .844     2.28    244    622    107 1
  10  33    330  3.300 .367 .864     1.95    121    285     62 1
  10  79    790  7.900 .385 .880     2.13    304    695    143 1
  10  80    800  8.000 .314 .799     2.06    251    639    122 1
  11  97   1067  8.818 .297 .666     2.40    317    711    132 1
   9  82    738  9.111 .389 .920     2.33    287    679    123 1
   9  69    621  7.667 .343 .876     1.75    213    544    122 1
  12  84   1008  7.000 .282 .778     1.91    284    784    149 1
   9  82    738  9.111 .379 .879     2.35    280    649    119 1
  10  11    110  1.100 .373 1.00     1.58     41    110     26 1
  10  63    630  6.300 .294 .895     2.20    185    564     84 1
  11 102   1122  9.273 .289 .829     1.87    324    930    173 1
   9  82    738  9.111 .385 .935     2.29    284    690    124 1
  22  26    572  1.182 .283 .918     1.93    162    525     84 1
  22  47   1034  2.136 .319 .753     2.13    330    779    155 1
  10  53    530  5.300 .340 .900     1.82    180    477     99 1
  10  40    400  4.000 .338 .878     1.90    135    351     71 1
   8  82    656 10.250 .288 .997     1.99    189    654     95 1
  10  34    340  3.400 .356 .803     1.83    121    273     66 1
   9  81    729  9.000 .348 .927     2.21    254    676    115 1
  11  13    143  1.182 .420 .979     2.22     60    140     27 1
  11   8     88   .727 .250 1.00     2.44     22     88      9 1
  11  43    473  3.909 .334 .875     2.47    158    414     64 1
   9  75    675  8.333 .396 .914     2.21    267    617    121 1
  11  86    946  7.818 .283 .764     1.91    268    723    140 1
   1  33     33 33.000 1.00 1.00    33.00     33     33      1 2
   1 124    124 124.00 .444 1.00     7.86     55    124      7 2
   1  75     75 75.000 .920 1.00    11.50     69     75      6 2
   9   6     54   .667 .500 .593    13.50     27     32      2 1
  10  64    640  6.400 .514 .966     2.84    329    618    116 1
   9  36    324  4.000 .611 .926     3.36    198    300     59 1
   9  34    306  3.778 .288 .641     2.10     88    196     42 1
  10  98    980  9.800 .463 .945     2.72    454    926    167 1
   9 121   1089 13.444 .356 .817     2.20    388    890    176 1
  11 100   1100  9.091 .456 .882     3.04    502    970    165 1
  25 118   2950  4.720 .268 .745     2.02    791   2198    392 1
  10 126   1260 12.600 .456 .883     2.85    575   1113    202 1
  10  85    850  8.500 .333 .696     2.28    283    592    124 1
   9  43    387  4.778 .509 .959     3.58    197    371     55 1
   9  47    423  5.222 .333 .757     2.39    141    320     59 1
  10  40    400  4.000 .428 .895     3.05    171    358     56 1
   9  44    396  4.889 .467 .944     3.14    185    374     59 1
   9  47    423  5.222 .310 .780     2.34    131    330     56 1
   9  41    369  4.556 .425 .962     2.71    157    355     58 1
   1   8      8  8.000 .875 1.00     7.00      7      8      1 2
   1  40     40 40.000 1.00 1.00    40.00     40     40      1 2
   1  55     55 55.000 .564 1.00    10.33     31     55      3 2
   9  39    351  4.333 .293 .937     2.06    103    329     50 1
  14 340   4760 24.286 .259 .592     2.45   1232   2819    503 1
   9 123   1107 13.667 .395 .991     2.84    437   1097    154 1
   1 115    115 115.00 .200 1.00     4.60     23    115      5 2
  10 131   1310 13.100 .439 .845     2.79    575   1107    206 1
   1  11     11 11.000 1.00 1.00    11.00     11     11      1 2
   1  46     46 46.000 .783 1.00    12.00     36     46      3 2
   2  64    128 32.000 .531 .586    17.00     68     75      4 2
   7  47    329  6.714 .271 .878     2.23     89    289     40 1
   8  27    216  3.375 .218 .829     2.14     47    179     22 1
   7  17    119  2.429 .412 .933     2.72     49    111     18 1
   8  59    472  7.375 .322 .881     2.41    152    416     63 1
   8  47    376  5.875 .362 .880     2.00    136    331     68 1
   8  32    256  4.000 .336 .789     2.46     86    202     35 1
   8  16    128  2.000 .477 .906     2.44     61    116     25 1
   4 115    460 28.750 .426 .487    17.82    196    224     11 2
   7  16    112  2.286 .420 .768     2.14     47     86     22 1
   7 100    700 14.286 .411 .849     1.83    288    594    157 1
  12   8     96   .667 .448 .656     4.30     43     63     10 1
  12   8     96   .667 .615 .969     5.90     59     93     10 1
  12   8     96   .667 .479 .500    46.00     46     48      1 1
  12   8     96   .667 .792 1.00    15.20     76     96      5 1
  12   7     84   .583 .560 1.00     5.22     47     84      9 1
  12  23    276  1.917 .417 .623     8.21    115    172     14 1
 311 463 143993  1.489 .088 .160     3.93  12631  23092   3212 5
  14  18    252  1.286 .159 .607     3.33     40    153     12 1
